64 Rk - wRCE,Year,Name,School,Position,Classification,G,AVG,OBP,SLG,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,SO,CS,PO,SB,IBB,PA
"2849","2026","Jason Green","Niagara","C","Jr","23","0.183","0.250","0.293","7","82","15","3","0","24","2","8","7","1","2","1","34","0","0","0","0","93"
"2850","2026","Nico Banez","Dartmouth","CF","Sr","20","0.268","0.416","0.324","14","71","19","4","0","23","0","10","10","8","0","4","12","1","0","8","0","93"
"2851","2026","Ethan Edinger","UTRGV","LF","Sr","23","0.233","0.365","0.372","6","43","10","3","0","16","1","8","9","0","0","1","13","1","0","0","0","53"
"2852","2026","Christian Azcona","UMES","3B","Jr","16","0.245","0.344","0.377","8","53","13","4","0","20","1","11","5","3","0","0","13","0","0","0","0","61"
"2853","2026","Aidan Lopez","Grambling","DH","Jr","29","0.258","0.381","0.344","20","93","24","3","1","32","1","16","18","3","4","2","16","0","0","3","0","120"
"2854","2026","Gabe Fraser","Florida St.","3B","So","13","0.297","0.413","0.378","11","37","11","1","1","14","0","5","4","4","1","0","10","0","0","2","0","46"
"2855","2026","Landon Penfield","Col. of Charleston","3B","So","25","0.191","0.345","0.292","12","89","17","3","0","26","2","7","18","3","0","0","33","1","0","0","0","110"
"2856","2026","Vicente Feliciano","FIU","2B","Sr","18","0.167","0.333","0.396","11","48","8","2","0","19","3","6","9","3","0","0","16","0","0","0","0","60"
"2857","2026","Cord Dobrinski","LIU","CF","Sr","15","0.171","0.346","0.317","11","41","7","0","0","13","2","7","8","3","0","2","17","1","0","4","0","54"
"2858","2026","Sam Kaczmarek","William & Mary","LF","Fr","18","0.256","0.396","0.372","8","43","11","2","0","16","1","4","8","2","0","1","11","0","0","11","0","54"
"2859","2026","Cade Fuller","Tennessee Tech","3B","Jr","22","0.133","0.350","0.289","7","45","6","1","0","13","2","6","8","7","0","0","20","0","1","2","0","60"
"2860","2026","Brody Raleigh","Western Caro.","DH","Jr","17","0.191","0.278","0.426","11","47","9","2","0","20","3","8","4","2","1","0","17","1","1","4","0","54"
"2861","2026","Zach Doyle","UC Irvine","LF","Fr","22","0.224","0.342","0.299","9","67","15","3","1","20","0","10","10","2","0","0","28","1","0","1","0","79"
"2862","2026","Jack Pitts","Memphis","DH","So","17","0.188","0.435","0.375","5","32","6","0","0","12","2","5","10","4","0","0","13","0","0","0","0","46"
"2863","2026","Ethan Reader","Charleston So.","2B","Jr","19","0.286","0.359","0.321","12","56","16","2","0","18","0","9","7","0","1","2","7","0","0","3","0","66"
"2864","2026","Cade Belyeu","Auburn","CF","Jr","23","0.203","0.314","0.254","9","59","12","3","0","15","0","6","5","5","1","1","16","1","0","0","1","71"
"2865","2026","Juan Correa","South Fla.","1B","Sr","11","0.345","0.400","0.448","5","29","10","0","0","13","1","7","4","0","2","0","6","0","0","0","0","35"
"2866","2026","Will Brooks","Davidson","C","So","19","0.206","0.292","0.365","9","63","13","3","2","23","1","8","4","4","1","0","18","0","0","0","0","72"
"2867","2026","Jack Anderson","James Madison","3B","So","18","0.200","0.308","0.289","4","45","9","2","1","13","0","7","1","6","0","5","14","0","0","1","0","57"
"2868","2026","John Vitucci","UAlbany","RF","So","23","0.222","0.359","0.222","6","63","14","0","0","14","0","4","14","0","1","0","19","1","0","6","1","78"
"2869","2026","Jack Edmunds","Brown","C","So","18","0.172","0.250","0.345","5","58","10","1","0","20","3","9","4","2","0","0","17","0","1","0","0","64"
"2870","2026","Paul Osting","Western Ill.","RF","Sr","20","0.158","0.388","0.263","8","57","9","1","1","15","1","3","16","6","1","0","24","2","1","2","0","80"
"2871","2026","Aris Rivera","FIU","C","Sr","18","0.233","0.346","0.279","3","43","10","0","1","12","0","5","6","2","1","0","12","0","0","0","0","52"
"2872","2026","Joseph Montgomery","Villanova","LF","So","19","0.310","0.383","0.405","9","42","13","1","0","17","1","7","3","2","0","4","9","1","0","3","0","51"
"2873","2026","Chase Fogg","Saint Peter's","2B","Jr","27","0.205","0.391","0.289","14","83","17","4","0","24","1","10","17","9","1","5","31","0","1","4","0","115"
"2874","2026","Colton Shirley","Ohio","1B","Sr","13","0.311","0.367","0.422","8","45","14","3","1","19","0","2","3","1","0","0","8","0","0","2","0","49"
"2875","2026","Sergio Rivera","Bethune-Cookman","CF","Sr","29","0.247","0.409","0.326","26","89","22","1","0","29","2","15","19","6","1","4","23","1","1","15","0","119"
"2876","2026","Brock Beddingfield","Lipscomb","C","Fr","14","0.259","0.333","0.370","6","27","7","0","0","10","1","2","2","1","0","0","12","0","0","0","0","30"
"2877","2026","Omar Carreras","Wagner","3B","Jr","18","0.244","0.385","0.390","9","41","10","3","0","16","1","5","7","3","1","0","9","2","0","0","0","52"
"2878","2026","Cole Pippenger","Lipscomb","3B","Fr","15","0.176","0.300","0.412","3","17","3","1","0","7","1","3","2","1","0","0","5","0","0","0","0","20"
"2879","2026","Ethan Liao","Gardner-Webb","RF","Sr","22","0.244","0.354","0.341","8","41","10","4","0","14","0","4","4","3","0","2","9","2","1","1","0","50"
"2880","2026","Tank Sims","Southeast Mo. St.","C","So","19","0.217","0.356","0.267","10","60","13","1","1","16","0","8","12","1","0","1","16","0","0","0","0","74"
